P20273	Q07108
Q8N386	Q96EC8
Q96EH3	Q9BYD1
Q13895	Q8TED0
Q6PIW4	Q9NSG2
P21397	P51648
Q13795	Q92805
A8MQ03	Q49AN0
O00623	Q9NSU2
O14718	O14718
Q8IYX8	Q9UJV3
Q13573	Q13616
Q13823	Q9H7B2
O43660	O43660
O14684	P16152
P22570	P49915
Q8N7U7	Q8WWF5
O15455	Q13546
Q0GE19	Q5PT55
Q13190	Q8N5M9
P55211	Q14249
P19388	Q9Y5Q9
P17152	Q6NSX1
P14780	P61812
P62241	P62280
P25445	P48023
P18621	Q9Y450
P36915	Q96G21
Q6P1J9	Q8WVC0
Q8N6Y0	Q96BZ8
Q6B0I6	Q6B0I6
P35240	Q9UNS2
Q8WZA1	Q9Y6A1
O00189	P10451
O75330	P49450
A6NEM1	Q13671
Q05932	Q9NV35
P10415	Q14318
P61313	P61313
P02768	Q96D42
P99999	Q6YFQ2
Q68CJ9	Q96LK0
P82912	Q6W5P4
Q86WV6	Q9BRZ2
O43765	P80188
P05387	P29692
Q53HC0	Q53HC0
Q9UMS0	Q9Y697
P62136	Q9NUG6
Q13642	Q13642
P01100	Q8NFB2
P28906	Q9Y5Y7
O00230	P61278
Q13951	Q86U70
O43290	Q9BUQ8
Q92783	Q96EY5
P55084	Q9Y2S2
O60869	P36578
Q14145	Q9NX65
Q5RI15	Q96BA8
Q16822	Q9NR19
P08708	P60228
Q5T160	Q9BSV6
P60022	Q8NG35
P25398	P63173
Q5JTJ3	Q9Y2R0
P16930	P16930
A6NHX0	Q969R8
Q9NP94	Q9NUH8
O14972	Q9UBI1
O43290	P14678
Q99459	Q99459
P10606	P25705
O60869	P62829
Q9BVN2	Q9NYB9
Q12948	Q99697
O95219	Q9BV40
Q96FZ7	Q99816
Q96IW7	Q9BXU9
Q9NWW7	Q9NWW7
O43824	P42766
Q0VDD7	Q8WUW1
P01730	P14222
Q5TF39	Q96PD2
Q16518	Q8IZV5
Q8WXA9	Q9H307
P0DMS9	Q9Y279
O95750	Q86UW1
Q5JX71	Q96G79
P18850	Q9Y4L1
Q16558	Q6ZSA7
P25789	P25789
O14880	P48637
Q13113	Q9BV81
P05019	Q9GZP0
P54253	Q9UBE8
Q2NL68	Q96ES7
Q96BN2	Q9NRF9
P51649	Q16822
P10109	Q02318
O43464	Q96D59
Q86WV6	Q9UHD2
Q96B97	Q9NR46
Q92901	Q9Y221
Q17RB8	Q4G0X4
P18621	Q13347
O00204	Q04864
P06753	Q969G5
Q12834	Q9NQS7
Q5W111	Q86UT5
O00206	P05231
Q9UEU0	Q9UNK0
Q5T653	Q9BYC8
O43318	Q9Y6Y9
Q9Y6D9	Q9Y6D9
P62241	Q9Y3B7
P46087	Q14978
Q9BWW4	Q9UBR4
Q1MX18	Q9UBR4
P51809	Q6PUV4
Q5VSL9	Q9UGI0
Q07627	Q8TCT0
P11912	Q9NP94
P35222	Q9BQB4
P61758	Q14457
P12956	P49917
Q9BSW7	Q9H2G9
O00560	Q96BR9
O43390	P23246
Q8TBE3	Q96S97
Q9P015	Q9Y676
P16109	P22083
P05305	P50052
O43482	Q9BSW2
Q4G0U5	Q96M69
P02808	P02808
P17568	Q9BQ61
Q9NWU5	Q9NZE8
P62424	P63272
Q00577	Q9BY77
Q86Y33	Q9UJX6
Q86W74	Q9NWD8
O95935	P19544
P14866	Q92804
P01732	P30203
O75431	O94826
Q96D03	Q9Y242
Q69YI7	Q92870
Q14973	Q96AG3
P11413	P35575
P02741	P06731
O00541	Q9UHA3
Q13126	Q7Z4H3
P51809	Q9UPT5
O00566	Q9H8H0
Q9NT99	Q9Y2I2
O95859	Q9UNK0
P35268	P62750
P36954	Q16594
Q0VAQ4	Q96GM1
P47985	Q2TAK8
Q8N5P1	Q9H3P2
Q05639	Q6ZMC9
A6NJV1	Q96E40
P80365	Q7L2Z9
P42766	Q9P0J6
P28329	Q7Z6I5
O94782	P12004
Q6NT76	Q9Y3B7
Q8NHZ7	Q8NHZ7
P62750	Q8NA23
P22695	Q9P0J0
Q13206	Q9BSC4
Q96LL3	Q96LL3
Q8WWH5	Q96CM3
Q9NX58	Q9Y3A2
Q9P013	Q9Y421
Q8IU60	Q9UGP4
P49639	Q9C086
P62841	P62888
P15880	P78345
O15213	Q9NQT5
Q969H8	Q9H293
O75901	P19021
P62263	Q9UHB9
O14662	P46459
A8MQ03	Q15040
P07858	Q13490
Q8NDC0	Q9BTL3
Q8NG35	Q9BYW3
O43920	P09669
Q6X4W1	Q9Y3C5
O00567	P49368
P49901	Q9NRY6
P12104	P51161
Q9HCN4	Q9UBB5
Q14318	Q9BTV4
Q92636	Q92636
P25789	P46736
Q9BYC9	Q9HD33
Q14197	Q9BWQ6
Q15070	Q9BSL1
Q8IXH7	Q9GZS3
P62269	P62917
P50222	Q9Y4K3
P13196	P40123
P13500	P37231
P19387	P52815
P82933	Q96GC5
P62304	Q9P2I0
Q8IW93	Q8IW93
Q9NVK5	Q9Y3A3
L0R8F8	Q16540
Q13206	Q96EU6
P21912	Q9HAC7
P55081	Q9BWJ5
Q9BYC9	Q9NZL4
O95563	Q01658
O00560	P37840
O14965	Q15004
Q96MV1	Q9H0Q3
P13073	Q7Z4L0
P17020	P17020
P57740	Q7Z769
Q9P0M9	Q9P0P8
P04818	Q53EZ4
Q6P161	Q9HD33
Q96CN9	Q9Y3A4
O75031	P33176
O43318	Q9UBE8
P01100	P23443
Q86TS9	Q9BYC9
Q8NEV9	Q9NPF7
Q8N8B7	Q9UJV3
Q07325	Q07325
O43765	Q9UHD9
Q9HAF1	Q9NV56
P05067	Q96GM8
Q9NR71	Q9NRA0
Q495M9	Q9C086
Q6UWV6	Q86VZ5
P55072	P68543
P55081	Q8NAV1
O00294	Q9P0W8
Q9BSC4	Q9H7B2
P22749	P22749
Q9HCG8	Q9UK45
Q13123	Q13435
P10909	P12956
P19387	Q9UKD2
O95573	Q96GR2
Q96CN9	Q96GA3
P51608	Q9UNS2
O95391	Q9BW85
P41182	Q6P656
P15313	Q13148
O95476	Q8N9A8
P58753	Q99836
Q96BI3	Q96BI3
P49591	Q6DHV7
P62750	Q5T2D3
Q9BRD0	Q9NXE8
Q9NRI5	Q9NRI5
P63220	P63220
P13500	Q99836
Q9H2W1	Q9H2W1
P27797	Q9UBS4
Q9BTD3	Q9Y320
P51970	Q8TBM7
P53803	P62308
P82921	Q9UDW1
O14512	Q99750
Q9NQX1	Q9Y272
P55210	Q16236
P62857	P62917
P62847	P62857
P53618	Q9P299
Q6P2I3	Q93099
Q8N653	Q9H2C0
P35244	P35244
P04233	P55010
O43290	Q9UMS4
P13995	P23434
O95453	Q9NSI2
Q7L5Y6	Q8TEB1
A2RU14	P54219
Q9Y2R5	Q9Y2R5
Q13901	Q96G21
Q15637	Q92945
P62847	Q9HA92
Q7Z412	Q9UER7
Q96K19	Q9BVT8
Q6P5S7	Q9H2L4
Q9UI30	Q9UI30
P35659	Q01081
O95478	Q96GA3
Q8IVS8	Q8IYA8
Q9HCU0	Q9UMF0
Q5RKV6	Q9Y2L1
P49959	Q9Y5K1
Q02878	Q5T1N1
Q7Z434	Q86UT6
P32242	Q86X60
Q13907	Q13907
Q92537	Q96D05
P04216	P15391
P43034	Q14162
Q8IY81	Q9ULW3
P52434	Q13216
Q6NTE8	Q9HA92
L0R8F8	P49411
Q7Z5P4	Q9P0L0
P62258	Q8TD19
Q8TDT2	Q9NQQ7
Q8NI36	Q9H9T3
Q8NA54	Q9BVG8
P62263	Q96CT7
Q15038	Q9H8M7
Q15544	Q5H9L4
P29074	Q92993
Q00403	Q9NX70
Q9BUQ8	Q9NXE8
Q6IC98	Q8IYE0
O94864	Q9BWJ5
Q13415	Q9NYP3
P08571	P10809
P62851	Q9HB96
Q5TB30	Q9HBM1
Q68CQ4	Q96DT7
P24385	P51946
O95214	P01135
O95817	Q86UU5
P62917	Q9NX58
Q16740	Q9Y5L0
O14521	O95139
P62316	Q12905
P13473	Q9NPQ8
Q13415	Q9UBD5
O95363	Q14353
P35348	Q03113
P62072	Q8IYX1
Q9NWT6	Q9Y232
P05387	P62241
Q01638	Q969D9
P42898	Q9UI17
Q15428	Q8WVK2
Q9BRK4	Q9NVN8
P04150	P04150
Q12846	Q12846
Q86V81	Q9Y2W2
P04183	Q53HL2
Q86TS9	Q9BYD3
Q13685	Q96D46
Q96DD0	Q96DD0
P67870	Q9Y3A4
O43299	Q9NUS5
Q07812	Q13794
Q8NFT6	Q9HAT0
Q00987	Q9H3D4
P62249	P62899
P35269	Q71SY5
P25311	P61769
P08195	Q15125
Q86TB9	Q86TB9
P01583	Q04206
Q13137	Q8TBE0
Q13115	Q96N21
Q13352	Q9NSP4
P14866	P62995
P09001	P26641
P00734	Q9H1C0
O75400	P52298
P37108	P62910
P25788	Q8N2R0
Q9HAD4	Q9UHA4
O43818	Q8IWA0
P34981	Q9NUM3
Q96CM8	Q96CM8
P49639	Q9BYR7
P61313	Q9BV38
P16070	Q13950
P47804	Q8NI60
Q15427	Q8TAD8
P39019	P62269
Q13823	Q8TDN6
O75553	Q9NR56
P23508	P29084
P83436	Q96AJ9
O75716	P50222
O96000	Q9UI09
Q7Z3I7	Q8IYX8
P22695	P56181
O43677	P03891
P25705	P56385
O95786	Q16666
P52434	Q5VWG9
Q86X02	Q9NVL1
Q01081	Q15428
P01579	Q9Y4K3
P32320	Q96HA8
O76094	P61353
P32969	P50990
Q8IYU8	Q8IYU8
P46087	Q17RG1
Q15369	Q8WX92
O14936	Q9H1P6
P46781	Q9HD33
O75190	P31948
P02750	P99999
Q15628	Q15628
P35268	Q9BRX2
Q9Y312	Q9Y312
Q5MIZ7	Q9NY27
P46781	Q9NZL4
H3BMG3	P62847
O96018	Q96P71
P54577	Q8N7B6
Q9NWS6	Q9UHG0
P08708	P83731
P40337	Q15311
O95886	Q7Z6J2
O75791	Q8WV28
Q2M2I8	Q96CW1
Q13137	Q13137
Q6W5P4	Q9HA92
P14780	P28906
Q16854	Q9BY32
O43402	Q9NPA0
Q6P1K2	Q96H78
O15228	O75381
Q8IYT3	Q9H993
Q8TD31	Q96GS4
Q9NR11	Q9Y3C5
Q8NI77	Q9HBM1
P14635	Q9BS18
Q16656	Q16656
Q8TBF4	Q8TBF4
P13639	P82912
P30291	P30291
Q96LI6	Q9NP55
Q9H8Y8	Q9H9H4
Q8NE86	Q9Y4W6
Q01081	Q05519
P25963	Q9UN86
P13798	P27487
P29083	P35269
P25205	Q14566
Q96HB5	Q9BYD5
Q96AJ9	Q96CN9
P24385	Q5XUX0
Q8TAF3	Q9Y237
P02775	P25025
Q16798	Q63HM1
O95159	P07766
O15235	Q9P0J6
P62241	Q96RP9
O14757	Q99661
Q8TDD1	Q9NQ55
Q99447	Q99447
Q96LK8	Q96LK8
Q86Y34	Q9NS64
Q96CV9	Q9NWF9
Q13418	Q8WUP2
P10276	Q9UBK2
P22301	Q9BQ51
O43913	Q9Y5N6
P63173	Q9HB96
P27987	Q96DU7
O75330	O75330
O14543	P17181
O95782	Q9H0R1
P46783	Q96GA3
Q15369	Q9BT78
O00244	Q9NWS6
O00161	Q9UNK0
A0PJW8	P62899
Q3B726	Q9H7B2
Q4LEZ3	Q96HA8
P13639	P30050
P20674	P30049
Q02878	Q96T21
P05388	P18621
O43505	O75072
Q16678	Q8WZ04
P62136	Q6NYC8
Q15031	Q8N1G4
O43915	P49763
P04233	Q5VZY2
P04233	Q9Y324
P01732	Q6ZQW0
Q17RB8	Q9BZR9
Q5TD97	Q8NEC5
Q7Z417	Q8NE71
O95238	P10275
O95229	Q14691
P11487	P55075
P13807	P46976
P49918	Q13322
P37198	Q8IYX8
O14653	O75396
P46087	P62829
P49959	Q9UQ84
Q16880	Q9NXE4
P83731	Q9UKD2
O95390	P50219
Q96H96	Q9Y2Z9
P62273	P63220
P62318	Q15428
Q13951	Q9UBF6
P01732	P40967
P60468	P62495
P08700	Q13651
Q02779	Q13387
Q9BQY4	Q9Y5V3
P30679	P63215
Q14739	Q14974
P04070	P13726
P35240	Q8NHS9
Q6ZP29	Q9NQQ7
P11177	Q96HY7
P01189	P20382
Q7Z699	Q9UPQ4
P51946	Q15542
O75947	P56381
O15205	Q9H832
P47224	Q04864
O00322	O75631
P20273	P29965
Q7Z4V0	Q96FX2
P00751	P00751
Q9BQ48	Q9H2W6
Q16134	Q8NFF5
A8MZ59	Q07325
Q13596	Q6RW13
P61218	P62875
Q9H5F2	Q9HBE1
P09001	P49207
P14866	Q9UMS4
Q5TD97	Q7Z353
Q04864	Q9Y316
Q13616	Q9NWN3
Q92901	Q96E11
O75934	Q9NP79
Q16594	Q92750
Q9BVP2	Q9NR30
Q16186	Q99460
Q8N8Z8	Q8N8Z8
P16150	P26842
Q8N6Y0	Q96M95
P09661	Q9Y4Y9
P82675	Q9Y3D5
Q13651	Q13651
A0A1B0GUV7	P49207
O15315	Q99728
O43674	O95139
Q7Z417	Q99750
O60504	Q9BSW2
Q13309	Q13485
P17707	P17707
Q6UN15	Q92989
P01040	Q9UBC9
Q6P161	Q9NZE8
P51970	Q10713
P49207	P83731
P07741	Q01433
P07910	Q09161
P10636	Q9NZC2
Q9BRJ2	Q9Y6G3
P62888	Q8IY81
P43405	P43405
P43681	Q9UGM1
Q86UY5	Q9GZV8
P01135	P01375
O14843	Q5NUL3
P37198	Q13444
O94817	Q86TL0
O00233	P51665
Q7RTY1	Q7RTY1
P40926	Q96RQ9
O15239	P03905
Q9H3U7	Q9H3U7
Q8NEJ9	Q9NW13
O95363	Q9Y285
P05231	Q07108
P62081	P83731
P24864	P24864
O14556	P06733
Q7Z6M4	Q8N983
P23396	P82675
Q16082	Q9UJY1
P62841	Q9NX58
Q8IWF6	Q8IWF6
Q07627	Q8WUT4
Q14807	Q9H0H5
P01042	P01189
P30291	P78396
P62891	Q9H7B2
Q8NDX5	Q92560
Q8IYW5	Q92993
O14681	O14681
P62263	Q6NTE8
P43897	Q9NV31
Q56NI9	Q5FWF5
O43561	Q9NXF8
Q8WUB8	Q969R5
O75530	Q06587
P51617	Q9Y4K3
P39019	P46778
O75431	Q9C0E8
P06748	P10644
P22413	Q02153
Q9P2W1	Q9P2W1
Q7L8W6	Q9BQC3
P27635	Q5T1N1
O00161	O43581
Q92783	Q9UHD9
P05166	P11182
Q8NA54	Q8TF50
O60921	P35244
Q9BYN8	Q9Y676
Q96A08	Q9H2F5
P52435	Q9H9Y4
P01042	P02679
P55884	P62424
P01106	P45973
Q86VW0	Q96NB3
Q6UN15	Q96E35
Q9Y221	Q9Y2X3
Q9UKI9	Q9Y5X9
O15503	O15503
P60228	P82675
Q6ZUX7	Q8TDT2
Q6NW34	Q9BUL9
Q9BUK0	Q9Y6N1
Q6IC98	Q96HA8
Q9H4K1	Q9H4K1
O75940	Q96I25
O60602	O60602
O15239	O95298
Q6ZMI0	Q8WXH2
Q13823	Q9NY93
P38646	Q9H1K1
P61218	Q13503
P62244	Q8NEJ9
Q9BYD3	Q9BZE1
O43752	Q8N4C7
P24046	P78334
Q32P41	Q9Y606
Q8WWF3	Q9HBV2
P27695	Q96EB6
P28328	P40855
P14625	P35638
P26367	Q5TBC7
Q13433	Q9Y6M5
P10997	P30988
Q00403	Q92759
O95214	Q9H6H4
P15559	P48506
O75390	P08559
O15499	Q8NCW6
Q16548	Q7L3V2
P51659	Q86WA8
Q13418	Q15404
Q9UK28	Q9UK28
Q8WUE5	Q8WWB5
P41208	Q96BD5
P30040	Q969S0
P60468	Q07020
P04843	Q9Y5M8
O14579	P49755
Q969S6	Q9Y282
P13994	Q9UMS4
Q16795	Q99685
Q13671	Q8TB24
O95167	Q2TAK8
Q86SG6	Q8WVJ2
P55075	Q9HC23
Q96NT3	Q9UBR4
P07199	Q01780
Q8WTW4	Q9NXC5
Q5JTZ9	Q9NP81
Q9Y2W2	Q9Y4Y9
O43242	P28070
O95551	P54252
P32969	P50579
Q9BQG2	Q9NTG7
P05231	P15248
Q0VAQ4	Q9NUH8
P02649	P05067
P25791	Q9Y3Q8
P11172	Q9Y227
Q5JVL4	Q9H019
Q0VG06	Q8N2Z9
O14662	Q12846
Q16637	Q99598
P09564	Q8WVN6
P32242	Q3LI67
P05067	Q9BS26
Q8N8S7	Q8N8S7
O00482	Q96KA5
O00541	P61254
P02679	P04196
P01008	P16070
P41208	Q9Y6D9
O75489	Q15526
P11511	Q92506
P01100	P20823
P38919	P52298
P78316	Q9H089
P11308	P11308
O96000	Q9P032
Q86TS9	Q9BYD1
Q5TA45	Q9NV88
P35659	Q9H307
P29083	P52657
P55769	P63244
P00540	Q9NRD5
O14901	Q9NYH9
Q9BYC9	Q9BYD3
P03905	P23396
B1AK53	Q4KMQ1
O14901	Q13887
O43929	Q9UPZ9
P0C7A2	P54253
P04233	P19387
P18074	P18858
O75947	Q9H2U2
Q6PHR2	Q6PHR2
P78383	P78383
P02649	Q13093
Q9BS16	Q9BU64
P25942	P48023
P46778	P62750
O43818	P62263
O00487	Q13564
O14543	P25963
P36578	P84098
P59942	Q13064
P62266	Q7Z2W9
Q6P161	Q9BYD3
P10275	P63279
O15130	Q96LB1
P60228	P62847
O75317	Q09019
P60002	P63272
Q7Z7F7	Q9Y6G3
P82912	Q9UKD2
Q13148	Q8WYA6
O00258	P43378
O95445	P02749
P57086	Q9NX65
O43193	P30990
P15954	Q16718
P61803	Q13724
P62280	Q13895
O14735	Q9UG56
Q13405	Q9BYC8
Q8NFF2	Q8NHX9
O95436	Q92504
Q9UDY6	Q9UPQ4
Q6YN16	Q96CM8
P08476	Q96S42
O75306	P00395
P55769	Q12788
P37840	Q9Y3I1
P05113	P10747
P50570	Q92478
P28066	P46736
Q13316	Q9GZV9
O43676	Q9UDW1
O96000	Q8TBM7
P56597	P56597
P62280	P62851
Q16613	Q5FWF5
Q0VD86	Q8WXA2
P05423	Q9H1D9
O00231	Q15008
P51570	Q16851
P38646	Q13217
O43463	P51608
Q13895	Q8NCY6
P62318	Q9BV90
P49643	Q7Z699
Q8NCD3	Q8WWK9
P62136	Q5SWA1
O43463	P06400
P62805	Q7L2Z9
Q9BZE4	Q9NXF1
P61353	P62750
P01730	P61073
Q14181	Q99741
Q8TAP6	Q9NZD8
P01574	Q6UXL0
Q15543	Q5H9L4
P23434	Q6NTF9
P09001	Q9BZE4
Q13404	Q15038
Q16254	Q52LA3
Q9H8Y8	Q9H8Y8
P82663	Q9H2K0
A6NJ78	P82930
P62875	Q9Y2X0
P51687	Q2KHM9
P46781	Q9BYC9
P32969	P61619
Q6PIF2	Q8N0S2
Q5T681	Q99750
P18859	P24539
P78537	Q9NUP1
Q4VC05	Q9H8M2
O14944	Q99075
O43623	Q00987
Q12933	Q99633
O75865	Q04864
O76094	P63173
P52630	Q6GPH4
Q13618	Q8NC69
Q13564	Q92905
Q2TAY7	Q96NC0
P51687	Q13901
Q14656	Q14657
O15498	Q9BV40
O60931	Q96C11
P25705	Q8N5M1
Q8WU17	Q9UBV2
O75379	Q9BV40
P46781	Q9GZL7
Q8N720	Q8TBB0
P46199	Q9NQ50
Q3B726	Q8TDN6
O43586	O43684
Q13253	Q13485
O15213	P62280
P31939	P34897
P28331	Q16891
P82932	Q9NP92
P0CB47	P52954
Q8N3J2	Q9Y5N5
P49771	Q14137
O43395	Q8IXK0
Q15276	Q96M91
P82914	Q9Y2R9
O76021	Q9BSC4
O95478	Q9NX24
Q86VN1	Q86VN1
O14672	P52797
Q15369	Q96A44
P46781	Q8N1G4
P09601	Q8TDT2
Q8N5M9	Q96PJ5
O00217	O95167
P61254	Q9Y450
O15371	Q15046
P01732	Q92985
P20042	P26373
O95453	Q9NPD3
Q7Z7F7	Q96EY7
Q9NPI5	Q9Y561
O75934	P25791
Q9NQ50	Q9NZE8
Q07627	Q96E40
Q96CB9	Q96CB9
O14773	Q9UBY8
Q03135	Q07820
P61073	Q16643
Q16540	Q9Y2R9
O75818	Q92989
Q96A72	Q9BY77
O75390	Q96HY7
Q6W5P4	Q9H7B2
Q3SXY8	Q96MX0
O76024	Q96NX5
Q96CF2	Q9BRG1
Q53HL2	Q96BD8
Q53H47	Q7Z624
O43502	Q6ZVN7
O60783	P40429
Q6PIY7	Q8NEJ9
Q92956	Q9NZQ7
P48061	Q9UBD3
Q14642	Q9UNW1
O43707	Q9NP85
A2RU14	Q6ZP80
Q8IYE0	Q9Y605
Q13114	Q7Z434
Q9NZE8	Q9P0P8
Q9NZ81	Q9UQB8
Q2NL82	Q8TED0
Q96GN5	Q9NQZ2
O15514	P19387
P37840	P55036
P62318	Q7RTV0
P28328	Q92968
P54727	Q05086
O95237	P62952
Q9Y6N1	Q9Y6N1
O77932	P10809
P51665	P54727
Q8IYX7	Q9NZC7
Q14973	Q15466
Q13895	Q9Y3A4
P61927	Q8TEA1
P24864	Q96GY3
Q96HH6	Q96KR6
Q13835	Q13835
Q9UKT4	Q9Y5R4
Q15041	Q96DR4
P02760	P09466
P52954	P57775
A8MXD5	O00560
P39019	P63220
P14222	Q9NZS2
P00395	Q9Y6M9
P28331	Q8TB37
Q969R5	Q9BYE7
P01583	P42081
Q8WXH2	Q9NZC7
P13473	P29074
Q8NA61	Q9BT92
O95139	Q9Y375
P46781	Q9BYD3
Q71F23	Q9BU64
P56537	Q8TDN6
B7ZAQ6	P0C2W7
Q7Z3I7	Q9Y2P0
O15254	Q6YN16
P13232	Q13261
O60234	P61160
O75152	P52298
Q13895	Q96GA3
Q5R3K3	Q8N350
P49406	Q9P015
Q8NEH6	Q8TC29
P18031	Q99757
P62829	Q9BYG3
P82932	Q96EL2
O00762	O43663
O75879	P62891
Q5T653	Q9NX20
Q14457	Q9P2Y5
O95249	Q9BV40
P0CG20	Q9H5F2
Q53GT1	Q9H2C0
P37840	P49768
O00214	O76024
Q92963	Q92963
P30050	P37108
P17342	Q6QNK2
P49760	Q86XT4
Q8IXB3	Q9Y584
Q9NXH9	Q9Y606
P82675	Q7Z7F7
Q8N3L3	Q9NPF5
O95429	Q9NYB9
P12004	Q5TBB1
Q16543	Q8IZU3
Q53GS7	Q8NFH5
P79522	Q92989
Q02878	Q9BYD6
Q8WTW4	Q9BVC4
Q96CS2	Q9BVG8
P61218	P62487
P49902	Q8N142
Q9UBC3	Q9UBC3
P49368	Q13371
B1AK53	Q9Y5K6
P0CG48	Q14596
P53618	Q9BZE4
P49915	Q00796
P23396	Q8N442
O94927	Q9NVX0
A0AVI4	P11801
P46778	Q9BRX2
Q99598	Q9BVL2
P14373	Q8IWZ5
P01236	P01589
Q15029	Q8TCS8
Q8TB36	Q96CV9
Q9GZU5	Q9GZU5
Q8ND04	Q9H0W8
O95926	Q8WUD4
P62263	Q9UHA3
P34998	P49407
P03897	P19404
O75952	Q15506
Q16719	Q9NVL1
P23396	P60059
P08247	Q9NQG6
O00206	O43914
P49591	Q9NX94
O60925	Q9NQP4
Q7RTU4	Q9UBB9
O95237	Q9P0W8
P61978	Q9BXP5
P46108	P54253
P56279	Q96FX7
P01148	P01225
Q8WXD5	Q9NWZ8
P46783	Q9NX24
P36578	Q07020
O00217	Q9NVS2
Q13415	Q13416
Q8TBB1	Q96ES7
Q12996	Q9UKF6
O75031	Q96N21
Q86SE9	Q92769
Q15274	Q6IA69
Q9Y2Q5	Q9Y5K8
P09601	P48506
P60468	Q9NRP0
Q8NI36	Q9BXY0
Q5QJU3	Q6UWV6
P02649	Q9UBH6
Q96BP2	Q96BP2
P10244	Q12834
P99999	Q9BXM7
P40429	Q9UKD2
Q6RW13	Q9UKL6
O14735	Q9UJA2
P08962	P27701
A8MQ03	Q14773
P42167	P42167
Q92993	Q9HBJ0
O60260	Q99497
O43561	Q96BI3
P26373	Q96A35
Q14974	Q9NRG9
O60783	P42677
Q00987	Q01105
O14944	P10721
P01350	Q03403
P26718	P42081
Q9UKD2	Q9Y2R9
O43482	O60504
O60519	O60519
P78316	Q9BVJ6
O95628	Q86TJ2
P10275	Q9UBK9
Q13601	Q5RKV6
Q86VP1	Q8TBB1
P62308	Q96BP3
P0DPK4	Q9UBK9
P35414	Q9ULZ1
Q08J23	Q08J23
P38646	Q9BUR5
Q8NAV1	Q9BXP5
P06748	P62750
O76003	O76071
P43897	P62906
P19404	Q96FT7
A8MQ03	Q8IVW4
Q8IXM2	Q9Y3C5
P54253	Q8WXK3
Q01826	Q13627
P19387	P30050
P01258	P01258
Q14442	Q96I23
O77932	O77932
Q86VI1	Q9NV70
Q12996	Q96MU7
O75394	Q8N4P3
Q16270	Q9Y3E7
Q8IUR7	Q8IVV7
Q6IN84	Q969L2
Q6IN84	Q6RW13
P27635	P62910
Q13352	Q9H3R5
Q5VWK5	Q96PD4
Q8NA61	Q96EZ8
P25106	P25705
Q02040	Q9UGU5
O00767	Q9Y5Q0
Q9BVJ6	Q9GZL7
Q8N720	Q9Y316
O75113	Q99732
Q9H7Z6	Q9H9L4
Q9BQ67	Q9BXY0
P62306	Q13573
P78395	Q7Z7L7
O00255	Q15796
O43920	O95178
Q8TB37	Q9Y697
O60934	P12956
Q0VAQ4	Q96MV1
O00541	P36915
P32780	Q6P1K8
P39019	Q9NRX1
A6NED2	Q8N371
P16070	P25445
O95210	P13807
O15151	O15297
A6NL82	Q8N7U6
P31040	Q6P587
P62424	Q15526
P52815	Q7Z2W9
P61513	P62750
Q3B726	Q9NY93
O95398	O95398
A8MQ03	Q13563
Q9BVP2	Q9GZS1
Q3B820	Q8N3L3
O43318	Q5SGD2
P13497	Q15063
P62277	Q92901
Q01433	Q8WVQ1
P35611	P58546
Q5VU69	Q6P656
P40429	Q9Y3T9
P05067	Q9HCB6
P33981	Q9Y6A5
P51648	P54886
Q8IYB3	Q99459
A4D161	P55854
Q8N6L0	Q96JW4
Q9BYC9	Q9BYD1
Q6XZB0	Q8NHY3
Q9NX20	Q9UKD2
P04637	Q9BUR4
P01213	P01303
Q7Z7G2	Q9Y228
Q2MV58	Q9UPM9
P49639	Q6PI77
P48061	P48061
P18859	Q99497
Q8IY81	Q8N9T8
P37268	Q5JX71
O75771	P19447
P62753	Q5JVS0
Q96RP9	Q9HA92
Q8N485	Q9BQ89
P19387	P46782
O94906	Q13573
P62826	Q6IN84
P14598	Q13526
Q15370	Q96S21
Q13148	Q8NHS9
O75586	P18074
Q86TS9	Q9Y3D9
P13804	P25705
O43927	P78423
Q92575	Q9UBV2
Q9HAB8	Q9NVE7
Q13515	Q6ZUJ4
O75553	Q13526
P05161	P46781
Q7Z7A3	Q9UBP6
P25116	P25116
Q8IXQ5	Q9UJP4
Q06265	Q12788
P36578	P55884
P51659	Q2T9J0
Q6PIF2	Q9P086
Q9UKN8	Q9UKN8
Q96RR1	Q9H5Q4
O94763	Q15185
Q8TBK6	Q9UI36
Q9BRR8	Q9Y5U2
Q6PH85	Q969M7
Q99567	Q99567
Q92665	Q9P015
P61927	Q5JRM2
O14964	Q8WWB3
Q6PII3	Q6PII3
P14649	Q15049
Q8N6L0	Q8N912
Q9HCQ7	Q9UHF0
Q92624	Q96S15
Q2TAC2	Q96MY7
Q15437	Q969F0
Q99426	Q99426
Q8TEA1	Q9H7B2
P09661	Q01081
P02656	P10909
P09912	P80217
Q96E29	Q9UGQ2
P01579	P09919
O75354	P30613
P11387	P53999
P09001	Q8N4P3
O95214	Q96HR9
P62249	P62851
Q8WUF8	Q8WUF8
O14964	Q9UHF1
Q2M2E3	Q9NVC3
Q15398	Q16667
P27695	Q9UIF7
O00231	P20618
O14653	Q96BA8
P55081	Q9BZL1
P35240	Q96D59
O95619	Q9NXR8
O75072	Q9H5K3
P07911	P10451
Q07973	Q16790
Q969U6	Q96SW2
Q07011	Q6ZUK4
O60603	P01574
P01106	P37173
Q9BUB7	Q9NW81
P51398	Q8TAE8
P14635	Q9NZH5
Q13093	Q9NZ20
O76039	Q96QS3
O15217	P05177
