P81760	Q9SR70
C0LGU7	Q93Z01
Q9FIW9	Q9FKP8
Q38802	Q93YV0
O81643	Q8S9L5
P92966	Q9SEE9
Q8W471	Q93V66
Q9LZW2	Q9SJ56
Q8GY61	Q9SKX1
Q9SX85	Q9SY60
Q94A94	Q9ZSS6
P56797	Q6NLP2
O82768	Q6NPM8
P56755	P56774
Q949R4	Q9LJH2
Q8GY55	Q8GY55
Q9SCY3	Q9SMS0
O49434	Q1G391
B3H672	P56758
O82266	Q8GYY7
Q2V3L3	Q9FGF8
Q6A331	Q9FV70
Q8GSJ6	Q9FL44
Q9C5P7	Q9ZSD4
Q2V337	Q9M0Y1
A0SVK0	Q9FLI3
P56779	P56788
F4JH46	Q9LH89
Q9C5S0	Q9LZX4
F4HVZ5	Q6AWX6
P56805	Q9LER7
P49572	Q9SJ05
P92531	P93319
O65312	Q9FVI6
O50061	Q9MAP3
Q95695	Q9LVM2
O82266	P34791
P92990	Q8RY29
Q9C5Q8	Q9C642
O04488	Q9FI72
O24606	P49333
Q3EBF7	Q8GUJ2
Q9C5D0	Q9LF97
Q9LVW7	Q9SZ30
Q9LRV9	Q9STK5
Q66GR3	Q9FYJ6
Q38833	Q9FYC2
Q9LYC7	Q9LZF7
P56797	Q9ASV6
O22607	P48785
Q940A7	Q94BV2
P56796	P56807
P56756	P61843
O23095	Q9LVC9
P28297	Q9LMI7
Q94EJ2	Q9LG02
O81004	Q8W4E1
Q9MAP3	Q9SYL9
Q7XA66	Q9SI57
O22056	P56794
Q8L6Z4	Q9FY50
Q9FMG4	Q9SY74
Q9FNP0	Q9LS54
Q9LNX4	Q9SKN7
P92524	P93316
P42732	Q9SX68
P49107	Q8W0Y8
O81852	Q9SGU9
O64868	O80683
Q9SCZ4	Q9SRY3
P0C8R0	P0C8R0
P18612	Q8RWS1
P25873	Q9LP37
Q8L6Z4	Q8S9L5
O22607	Q8L6Y4
P56762	Q9SAI5
Q8RX79	Q9SKX4
P0C898	Q9LQF0
Q84LH8	Q9SNB4
O22607	Q9SYB0
P25864	P56802
Q07970	Q8VWI7
Q9LU63	Q9M022
P82658	P82715
Q9FJR9	Q9LUW5
O04603	P93311
Q56XP9	Q9C688
Q7Y219	Q8S9J1
A0A0A7EPL0	Q8L7S0
Q9M9B4	Q9T070
P56754	P56755
O22040	O80397
Q9C5J6	Q9ZUX7
Q8VWQ4	Q9FNP0
O64470	Q96323
Q8LCQ4	Q9FG89
P56765	P56777
Q9FJV5	Q9LZR0
Q96323	Q9FT81
Q9LK58	Q9LNC0
P25873	Q9FY50
O80809	Q6X7J9
Q8H133	Q9LQF0
O24646	O24646
Q8L607	Q9LRN8
P56796	Q9FKP0
Q8VY07	Q9SLL2
Q8LDQ4	Q8RWH3
O04336	Q9LQF0
O23051	Q9SAK2
P56774	P61843
O04197	Q05609
P56799	Q38833
Q9FIC3	Q9SVM0
Q42029	Q8LCA1
Q56X05	Q7XJU0
Q9LYT2	Q9M384
P56794	Q8VZ55
Q8GXI9	Q9LF97
Q9LR91	Q9LR91
Q9FUP0	Q9LMI7
Q6F6B5	Q9FK13
O49347	Q9SHE8
P56779	Q9S7N7
P0C8R0	Q84MB2
P42732	Q9LER7
P46283	Q9XF91
O49203	P56797
Q9LNF2	Q9SIC6
P43294	Q9M1S9
Q38796	Q9SL48
O24410	Q9LVG2
P56792	P56801
Q9LZ08	Q9SX73
Q9LQF0	Q9LQF0
Q9FY50	Q9XJ27
P56760	P61843
P25873	Q8L6Z4
P42551	Q9FUY2
O50061	P51412
P56782	Q9LR64
Q9FMR3	Q9FMR3
O48802	Q8VY16
Q8RWZ5	Q9FX28
Q8L8A5	Q9FJB8
Q84WQ5	Q9C5D0
Q8LF41	Q8RWD7
F4JP46	Q84VW9
Q9LV91	Q9SRK5
Q9LVL4	Q9SVD5
Q84VV6	Q94K78
Q8RUD6	Q8VYJ1
F4HY61	Q9C6U1
Q9C7X5	Q9SZ46
Q8GWA7	Q9MBA2
Q5XVF0	Q9XIM0
Q9LZ31	Q9S746
O23049	Q8L9S1
P93282	P93301
Q9LXV0	Q9M8Z7
O81417	Q9LX34
Q3E936	Q9FLX4
O04017	O82268
Q8H102	Q8H102
Q07356	Q38833
O50061	Q9M0E2
Q8RVQ9	Q8VZJ1
Q8LCQ4	Q9SYX1
Q9C9P4	Q9SJE2
Q8GWA9	Q9SAK0
Q8LCN5	Q9LZX4
P56794	P93014
Q67ZB3	Q8W4I9
O23160	P0DO23
Q7Y175	Q9ZW74
P56762	Q9M7X9
Q9SAI5	Q9SKX4
Q93ZF6	Q9LU63
Q9LK61	Q9ZPQ3
O22607	Q00958
Q3ECP0	Q8W489
Q38893	Q9SAC0
F4I7C7	Q9FGN8
O22229	Q8S9L5
Q8S9L5	Q9MAP3
P56790	Q42029
Q8GWQ6	Q9ZPV9
Q8S8P5	Q9SKD9
Q9C7S0	Q9SR96
O81208	P62090
P56773	P93311
Q9C9A9	Q9C9F4
Q9LN09	Q9SIT9
Q9C519	Q9C9G7
Q96286	Q9SU79
Q9FFJ8	Q9FY50
A9LLI7	A9LLI8
Q39261	Q9C9N3
Q6NMS0	Q9M2W2
Q39017	Q9C888
O24457	Q9C6Z3
Q6STH5	Q93WX6
F4HWL4	Q9LJE2
P0C894	Q9LVW6
P56751	Q9FG89
Q71N54	Q9LZA6
Q9LR64	Q9SUI5
P19171	Q8S8P5
Q9CAF5	Q9LZ98
Q9FWS4	Q9SX68
O49675	P37271
P0DKJ8	Q8GZB6
F4IE21	Q9SL94
Q8GX78	Q9FZ70
Q8H103	Q9LXS6
Q39194	Q9ZR03
P34791	Q944B0
O04603	Q9M1X0
O49668	P83755
Q9C5G5	Q9FUR2
P59277	Q9C615
Q8W261	Q9XF04
O80536	Q84LH8
P40602	Q2V3C1
P92511	P92563
O23674	Q8VZ74
F4I3P9	Q9LFG2
O04603	P56799
Q84WK0	Q9FN69
Q56XM9	Q8GUP1
F4I0K2	F4IHY7
Q84R11	Q8L6Z4
P61841	Q93VC7
Q1PFR7	Q9LQ28
Q39131	Q6NLD7
Q9LD55	Q9LR74
Q8GXN9	Q8W4B1
O82413	O82462
F4IS56	F4KGE8
O49660	O49660
Q8W489	Q9ZP54
O04547	Q3EDH8
Q9SIC9	Q9XIK0
Q2V4E2	Q8W261
Q84WV4	Q9ZQH3
P49572	Q944B6
P56779	P56791
Q9FJR5	Q9SND9
P56796	Q9LP37
F4JCX9	Q8H0W3
P56782	Q39194
F4KFS7	Q8W4P8
Q9SY69	Q9ZUT4
Q8H191	Q8H1H9
F4IE65	Q9SYX7
Q3EDH8	Q9LV97
Q8VWK4	Q9SKD0
O80910	Q9LHG8
P0DKG3	Q9SVD5
Q9LRY0	Q9SCR2
Q9LW15	Q9SUS1
A0A0A7EPL0	Q6NMJ2
P37271	Q38802
Q9C950	Q9FJL8
P35632	Q9M7I9
O03042	P25697
Q9C9P4	Q9FGJ4
F4I700	Q1ACB3
O82230	Q8LBP4
O64868	Q3ED38
P56797	Q8VZ55
F4IRW0	Q8GUL1
O49603	Q9FWS4
P26288	Q9FM64
Q9SX22	Q9XJ27
A9LLI8	Q6NQJ6
Q9LVM2	Q9XI73
Q9FIT4	Q9XJ27
Q9C6J3	Q9FI72
P56756	Q9SQT4
Q9FJ93	Q9LSE2
O49668	Q39195
B7U179	Q3ECR7
F4JUU5	Q949Y5
F4I241	O82266
Q84JG2	Q9AR19
P42738	Q9LYU8
P39697	P56806
O81208	Q9XF91
O49668	P56780
Q8L7A9	Q8W0Z6
Q0H8D7	Q8LFJ8
Q1H537	Q9SZ30
O04652	P56794
Q67Y83	Q9SCP7
Q9SEU6	Q9SGS4
Q8GUM4	Q9LSL5
Q9C8T1	Q9ZS97
Q6IWA9	Q8LDN4
O22795	P56795
Q84WW6	Q9C895
P56765	P56778
Q9SU29	Q9SUP7
Q8GY89	Q9LU86
P93014	Q9LY66
Q8RYD1	Q9LSP6
Q8LCQ4	Q9SHE8
P57720	Q9FI76
F4K2R6	Q9LMA1
Q9M8X2	Q9T0D7
P56777	P56778
P56796	Q8L6Z4
O65718	Q9LV85
O24457	Q8RWV0
F4JGP6	Q6NQL4
P82782	Q94AP0
Q9C6B3	Q9SMN1
Q9SHE8	Q9XF91
Q8GY97	Q9ZQB9
P42732	P56797
O23160	Q84J71
P56797	P93014
Q0WT24	Q0WT24
Q9FMC2	Q9M2K4
Q96323	Q9LQ12
Q84K35	Q9SJM7
Q8GYN9	Q9SLJ2
Q9C8F1	Q9M8X2
Q8GWL2	Q8LG32
O22216	Q8GXU8
P29525	Q9S7S3
Q8S8P7	Q941C7
F4HPA7	Q8RXK2
Q9LYU8	Q9ZSS6
P61843	P93311
O64503	Q9C5W3
O23144	O23144
Q9CAF9	Q9SKX4
Q9FGE7	Q9LK18
Q8LFJ8	Q9FHJ6
Q9FK13	Q9MBA2
P25697	Q42029
Q9SDS7	Q9SJT7
O23095	Q9T0D7
Q42029	Q9SSA5
P56752	Q01667
B9DFV2	Q6NLV4
Q8H1D2	Q9LY29
O81852	Q94AY1
O65502	Q9SQT4
P93298	P93318
O65220	Q9LDY5
Q43349	Q8LCA1
Q8GW17	Q9CAP4
O82499	Q9LRN8
F4IDJ0	Q9SJW9
Q9C5C5	Q9M2F8
P92563	P93318
Q8L4Y2	Q9SJE2
Q9SD22	Q9SG96
A0A0A7EPL0	Q2PS26
Q94B77	Q9LT82
Q94AU9	Q9SNB7
Q8L539	Q9SRE0
O49603	Q9XJ27
Q93VA3	Q9C7Y4
P26289	P56752
Q8L7V3	Q946Y7
Q9LVM2	Q9T0A4
P56791	Q9LK61
O82380	Q9LKA5
P56795	Q9FV53
P56808	Q9SKX4
Q9C7G6	Q9LR91
O81304	Q9LU85
O22315	Q8RWV8
Q9FKW0	Q9M9Y4
Q8GTR4	Q8RXD9
O04603	Q9FIT4
P25864	Q9SAI5
P82716	P82729
P0C1T5	Q9FIA9
Q9S752	Q9S752
Q9CA36	Q9M8L3
O49710	O64564
O49279	Q84WS8
P0C896	Q9FME4
Q84JG5	Q9ZVF5
Q1KPV0	Q9FK13
O81072	Q9MA87
Q93Z27	Q9SGI8
P56808	Q9FJP3
Q8LEU3	Q9FFZ1
F4KIX0	Q01909
Q8LPR8	Q9FMD5
Q39195	Q42029
P42753	Q67Y93
Q4FE45	Q4FE47
Q9FK12	Q9FK12
Q42371	Q6NQ99
Q1PF33	Q93ZH7
Q94AR8	Q9FMT1
P48421	Q9ZW84
Q8LEF6	Q9LTR2
F4JC20	Q0WPF2
O81836	Q8GXL3
Q7X9B9	Q9CA66
P92966	Q5YDB6
P31414	Q56XP4
Q944B0	Q9SX62
Q8W2F1	Q9LFE2
F4JPR7	Q9SYC9
P56751	P56761
O80800	Q9XFI1
Q9LUW5	Q9ZUZ6
P56751	Q9SHE8
A8MS68	Q8VZC3
P42732	Q9FV52
P56798	Q93VC7
Q9LDH0	Q9SXC4
P42804	Q9SB50
P35631	Q8W234
Q9FNC9	Q9XGY4
P92949	Q0V7X4
Q9XJ27	Q9ZNX9
Q5XET4	Q9FJL4
O23049	O80842
P56758	P56782
P42762	Q8L770
Q8RXS1	Q9LVZ5
P25697	Q9FI13
F4JP36	O65499
D2WL32	Q9MAC8
Q8S307	Q94C33
Q94A79	Q9M1H8
P61845	P83755
P56779	P56804
Q9FMN2	Q9SF47
P42804	Q94AQ9
Q9FFX6	X5JB51
Q9SJW9	Q9SZ75
Q3ECD6	Q8W261
Q8L4Y5	Q8VY05
Q2V2W8	Q9M1V4
O81836	Q9FME3
F4HZD1	Q8VZL6
O82312	Q9M9K1
Q9C9C0	Q9FYR7
Q9LEZ3	Q9LS86
O22920	Q9M0Z3
P56795	Q9M385
P26288	P56754
O24606	Q9LND1
O80634	Q9ZVZ9
A2RVK7	A9LLI7
O24527	Q9FXA4
P16180	Q9SZD6
Q9FZ32	Q9FZ33
P82281	P92947
P56752	Q9SCY3
P36211	P56791
Q01667	Q95695
F4INA9	Q9SX99
Q8VY27	X5JB51
Q8RUD6	Q9LV93
P56771	P56779
Q84L31	Q84L31
O80809	Q8W261
Q38885	Q9LK61
F4J469	O49453
P26288	P61841
O49195	Q96242
O80397	O80397
F4JFJ3	Q93Y39
Q6GKX5	Q8L493
F4JP36	Q9FK96
P37107	Q9LKU2
P31414	Q9SJT7
Q9LD95	Q9M385
Q8L774	Q944H5
Q9C793	Q9LUQ3
P56796	P83755
O80536	Q9SKK0
Q00IB6	Q45GQ7
Q93Z04	Q9STX0
Q8RXY0	Q93YS2
F4JYG0	Q8L7S0
A8MPR5	F4KF14
Q8LFQ6	Q9M7T0
O82631	Q9M0Z3
Q6IWB1	Q941C5
Q9FV70	Q9LUI3
Q84JF5	Q9LDY9
P56766	Q2V2S7
Q8RWL4	Q9FGT1
P42804	Q9M591
Q8LPG1	Q9C6T7
Q84L31	Q8GYA6
O80634	P56754
Q8S9K3	Q9LKA5
Q8W4B1	Q9LY75
P56783	P56807
P56777	Q9S714
O04197	Q9SUT5
Q9LND1	Q9SGP6
P61847	Q9M1X0
F4JGP6	Q9C920
O82377	Q94CH5
P36211	Q38885
Q94CE5	Q9FIJ6
Q9SFF9	Q9SJ09
P09468	P56782
Q9CA67	Q9M9Y8
Q9FZ81	Q9M9Z2
Q8GYD1	Q93YX4
Q6IM84	Q8LBB5
P93831	Q67Z93
O22151	Q94CG2
Q01667	Q9ZR03
P82538	Q9M812
Q93Y39	Q9FNM7
Q9LZX1	Q9ZV24
P92511	Q04613
O82782	P49572
Q84N64	Q8VY16
A0A1P8ANJ1	O23262
Q9LK91	Q9MA56
Q9LRP1	Q9SUJ1
P56795	P56807
Q9LK88	Q9LMN8
O22795	P61847
O80439	Q9LK61
O03042	P56792
O80366	Q9LQF0
Q9FL53	Q9SNC3
Q8H0Z4	Q9SSB7
Q9LRP1	Q9SJL6
P56758	P56765
Q6R032	Q9FHM4
Q84JF5	Q9XI19
P56772	P61847
Q94AX3	Q94CD1
Q9S837	Q9SRQ2
Q84MB2	Q9SV55
Q9FNZ4	Q9FNZ5
O82499	Q9SJ41
Q8VY07	Q9M9E2
Q9ZQ12	Q9ZQ12
Q680D9	Q9S9M8
Q1JPP8	Q9SGE2
Q8LFJ8	Q9C587
O04603	P42551
Q8RXX5	Q93VC7
Q96323	Q9SD85
P61847	P92959
Q38833	Q8S9J1
Q8S2W4	Q9ZQ23
Q38824	Q9XI84
P56751	Q0WWE3
P56771	Q9FLB7
Q9S720	Q9XI73
Q949W6	Q9M9L3
Q9M0E2	Q9MAP3
P42744	Q84JU4
F4ICD9	Q93VJ2
P56765	P62090
Q9LS25	Q9SKX4
P39697	P93311
O65502	Q9FL44
Q6LA42	Q93WK5
Q9LPR4	Q9ZW84
Q8VYW2	Q9SRK5
Q0WVH0	Q8H1E5
O23717	O82660
Q9C888	Q9SZR0
Q9M2D8	Q9SJL6
P56777	P62090
Q84JV2	Q9LYF6
A0A0A7EPL0	Q8VZI7
Q8VZ55	Q9LK61
O48767	Q9SUH5
O23095	Q8VZU4
Q9FN69	Q9M0R0
Q8VZJ1	Q949T8
F4ICF4	Q8LB17
Q8VYW2	Q9FEB5
Q9FJ79	Q9S9P0
Q94KJ7	Q94KK7
Q9CA36	Q9FNP0
P93315	Q96288
Q9FFZ1	Q9FYC2
O03042	P56751
Q3EAL1	Q84RF2
Q5XET4	Q9ZW81
O80634	Q41932
Q6DBA5	Q9SIW2
Q0WR66	Q9ZRT1
Q8VY91	Q93VC7
Q93Y37	Q9LZV3
Q570R7	Q93WC4
Q93VJ2	Q9C7S0
P92983	Q9LN20
Q8GYN5	Q9SUT5
Q37165	Q9S9N6
Q00958	Q38847
P56806	Q9M385
O65036	Q9ZUM0
C0LGR6	Q9FZ35
O82266	Q9M3B4
O49292	Q9ZVL6
P93014	Q6NLP2
F4I4B6	Q9FNR3
Q8L6Z4	Q8RXX5
Q94F88	Q9SK32
P33487	Q9FFD5
Q4VCM1	Q9SKN3
O23095	P16180
Q8H0U5	Q9SHU7
O22683	Q8H0W1
B9DHG0	Q9M3C6
P51102	Q9FT81
O04714	P18064
A1L4X0	Q39002
O65902	Q9LUE6
P56799	Q9LRN8
P92511	P92544
P09468	P56765
Q9LVW7	Q9SI61
P56795	Q9FUZ2
Q8W115	Q9FRR1
Q8S2T1	Q9C9Z3
O23215	Q5XVF0
Q42536	Q93ZB6
Q9M9H4	Q9SKX4
P51412	P56795
Q6AWX6	Q84JK8
Q9LYW3	Q9SB42
P35510	Q84P24
F4JYE9	Q6GKX5
O64868	Q8VYI5
Q9FGQ6	Q9FHM4
Q38885	Q9MAP3
Q9ZR03	Q9ZVL6
Q8VZC3	Q9LQL0
Q3ECH2	Q9C9N6
P56766	Q9SUI4
Q9LFP1	Q9LK09
Q8LFR2	Q9M8R7
Q9C500	Q9LUV4
Q9FIJ6	Q9FNI1
P93014	Q9ASV6
P30188	Q9SRP7
O04046	O80458
Q8H1E7	Q9LRZ3
A0A1I9LMX5	P0DN97
O04573	P82624
Q9M1X0	Q9SZD6
P0C0B0	Q9SX97
Q9LPR4	Q9LQK9
Q9M9F5	Q9SAC0
Q9FV52	Q9FX02
Q00958	Q9SJJ3
Q8L6Y4	Q946J8
Q949Q5	Q9XF91
Q8GYH5	Q9SAR5
O22397	Q8VWK4
Q8W0Z6	Q9LDK9
O81852	Q9S7B5
P36211	P56804
Q93VC7	Q9SZD6
Q9MAP3	Q9SFB3
P56777	P56794
Q39249	Q9FGC7
Q9C8W3	Q9SYK0
Q6R0H1	Q84LH8
Q700D9	Q9C9I8
Q940A7	Q9FJL8
Q8S8F9	Q9FMX7
Q39194	Q9S7H1
Q9S818	Q9ZTC3
F4JYG0	Q6NMJ2
Q9SY12	Q9ZTX9
Q2L6T6	Q9FZ70
O65202	Q9LMI7
P56791	Q9M0E2
Q6NKX5	Q6NKX5
Q8L7F9	Q9LDH0
Q9FGM0	Q9FMD5
Q38961	Q9LTS7
O23404	P46283
Q8VZD4	Q9LK71
Q67Y99	Q8L770
P56806	P56807
O22714	Q9FME4
F4I241	Q9ZU34
P11490	Q9SHE8
Q8RWL4	Q9SYQ0
Q8VZJ1	Q94F88
Q93WC4	Q94JM3
Q94KK7	Q9S7P9
Q8L4Y5	Q8W475
Q9C7C3	Q9C9N3
Q9LYC1	Q9SG92
Q6NQL4	Q9SU91
Q944S1	Q9SUX7
Q9LNF2	Q9SI74
P93311	Q8RY59
O48963	Q9M9T4
O80536	O80536
P56762	Q9M8X2
Q9LQF0	Q9M8Y0
Q8GXN6	Q9SZ15
Q84WV9	Q9SZH4
P56807	P92959
Q9LK61	Q9LSP6
Q9FMC8	Q9FMC8
Q9LPD2	Q9ZQH2
P39697	P56799
Q9LTS4	Q9S7Y1
P61841	P92527
Q94CG2	Q9XFM6
Q9C6A1	Q9FVV7
Q8LE52	Q9LZG7
Q8RXN4	Q95749
Q9FJL8	Q9FLM8
P26289	Q9T070
P0DN97	Q9FZ54
P39697	Q8RXX5
Q9FQ09	Q9FT74
O04200	O80845
P92994	Q9S818
P26288	Q9FG89
P46639	Q9ZU90
O80634	Q2V4B2
Q9FV53	Q9MAP3
Q93VK5	Q9SZZ8
Q700C7	Q9FZ06
Q84VW9	Q9LXS6
O82462	P92959
Q0WPF2	Q84W56
P56792	Q9SX68
O04310	Q9FM96
Q3E9I4	Q6IWB2
P53780	Q84MC1
O23049	P56763
O64647	Q9SN74
P47735	Q84JS6
Q94B55	Q9M8R7
Q8VY74	Q9FMG4
O48917	Q93VR3
Q9S7R4	Q9ZUZ6
Q8VZ55	Q9MAP3
Q04836	Q8L440
P56801	P61847
O64818	Q8RWR2
Q9LMA1	Q9LQ10
Q84W92	Q9C500
Q8LEZ4	Q9FFT9
Q6DBD7	Q94IB9
Q8VYR5	Q95749
O82567	Q9FMN2
F4IDI6	Q9LDE3
Q3EBC2	Q9C744
P0DN98	Q9FZ54
Q8L9C4	Q8VZB2
Q3E7K4	Q9FMV5
O82258	Q9FL87
P93303	Q9SJ12
Q84J62	Q9SYL9
O22609	P82754
P37271	Q9FGC7
Q93VQ0	Q9SEL5
P52420	P52422
Q6AWW0	Q9M0T1
O64687	Q9FUP0
Q07356	Q9SZ30
O80634	Q9FG89
Q6NNP0	Q84MB2
O64730	P56778
B3H5J1	Q9SI57
Q9SJZ3	Q9SY69
Q8RXQ1	Q9LSB1
Q8LG89	Q9LFD1
O50061	Q9FWS4
Q3E880	Q6ID76
Q5M731	Q9LZD0
P56806	Q9FUZ2
O23708	Q9FIX1
F4IMH3	Q8H1E7
O22795	P56802
O22315	Q9M9K1
Q1PEY6	Q5BPF3
O80800	Q9CAF9
Q9LU10	Q9SSA5
P93318	Q04613
P56795	Q8S9L5
P82538	Q9SUI6
Q38885	Q9M0E2
Q9C552	Q9M8Z5
Q9C5C5	Q9ZVE7
P56772	P56802
P56766	P56788
Q0WTP1	Q2V3K1
P93303	Q96250
Q8RYD9	Q9FFP2
Q9FX97	Q9SYK0
P62090	Q8W0Y8
Q5XVI1	Q9FG37
Q96323	Q9FJA2
Q3MV14	Q9M0V4
Q4VCM1	Q9SV07
P56792	Q9LER7
Q8VY64	Q9SFD8
Q8W5S1	Q9FLM8
Q9FI78	Q9LU36
Q8VY77	Q9AT00
O64471	O80662
F4KB17	Q6NPN9
Q8GWK1	Q8RWV8
Q9FGX1	Q9LXS6
Q9FXA4	Q9ZT49
Q56X52	Q9M9Y8
Q058N4	Q9FIT2
P56799	Q9SJ41
Q6LA42	Q9C9W9
Q8RY99	Q9FT69
Q9STQ3	Q9ZT17
P82869	Q8GWQ6
P25697	Q9C9K2
F4ICF4	Q9FFK3
P0DMS1	Q3ECP0
Q96252	Q9T070
Q8RY59	Q941A0
O22229	P52032
Q8VZL6	Q9FHW2
P56807	Q9FIT4
Q680U9	Q6NNM0
O82266	Q9CB03
P93311	Q9ZUZ6
P93298	Q9M302
O03042	P61847
Q9LU64	Q9M7X9
P56754	Q1H537
Q93WU8	Q9SUP7
P93276	P93298
Q9FYL3	Q9FYL3
P56780	Q42029
Q8GWP5	Q9LDD5
Q8VZI9	Q8VZI9
P13114	Q9SZP1
F4KB17	Q9LTJ6
Q3EDA9	Q9FZ24
P56796	Q8RXX5
Q96250	Q9ZR03
P56797	P56805
Q8H1D4	Q9C5Q8
O80634	Q9SYX1
P26289	P56779
F4IHY7	Q9XIK0
Q9M9Y8	Q9SZ30
O49347	Q949Q5
P93298	P93303
P59277	Q94CG2
Q9SZF7	Q9SZF7
P56795	P92525
P51102	Q9LQ12
P46639	Q9LQF0
Q84JG5	Q9CAF9
Q9FZE4	Q9LXU0
F4HXZ1	Q8S2T0
P56797	Q9FKP0
Q9FXH1	Q9FZD1
P09468	P56783
P62090	Q9SGH4
O50061	Q9XJ27
P46310	Q9C9P4
P0CC33	Q9XI73
O81770	Q9FNA9
P51412	P61847
P92979	Q9LZ66
Q67Z93	Q683D7
Q8L8A5	Q9SCR2
P56782	P56807
O81024	Q9LD43
Q5Q0H2	Q9SNC3
Q1JPN0	Q5EAH9
Q1H5C9	Q9FM67
P42738	Q8LPN3
O23095	P56792
O24646	Q9M280
P54967	Q9LIG6
Q39189	Q9C552
Q94K75	Q9FM80
O64903	Q9LXC9
Q8GYN9	Q9ZPI5
P56761	Q37165
P93311	Q9M8X2
P93014	Q8VZ55
F4HPA7	Q8W5S1
Q8L5A7	Q8VYX0
Q9M1H8	Q9SIW2
Q9FNY2	Q9LPL4
Q9C9W0	Q9LQK7
Q9FLU1	Q9LZ03
O04603	Q9FLN4
Q8H103	Q9FYR7
Q9FGW0	Q9FN39
Q6R8G5	Q9M8Y0
Q38897	Q9LZW2
P59277	Q9SL48
P56773	P56808
Q5G1T1	Q9SQK3
F4INA9	Q8H1E7
P56797	Q9LD55
P56756	Q2V2S7
B3H5J1	Q93VK8
P56795	P56806
P56766	Q9S7N7
O65502	O82660
Q8H1E7	Q9LIH5
Q8H1G0	Q94AV5
Q8RX79	Q9LK61
P52032	Q9FUT0
P10896	P25697
Q96242	Q9LVI4
P49078	Q56YA5
P49107	Q9ZR03
Q9SMN1	Q9SMN1
Q9M0B9	Q9SKX1
O04196	Q8RXD9
Q8L831	Q9FLN4
O04603	P42732
Q6DUW6	Q6DUW8
O65090	Q8L6Z4
Q9C7S0	Q9LM25
Q8GWG0	Q9SLA8
Q95749	Q9C977
Q5PP32	Q9S7Y1
P56804	Q9FGD2
Q7X9V3	Q9C7G6
Q9FME4	Q9LVA9
O65154	O81313
Q9LTJ1	Q9SD61
Q84VQ4	Q9SCY3
O82660	Q9SUI5
F4IL30	F4JXF1
Q94BS8	Q9LYK6
Q3ED65	Q9SBB2
F4KDF5	Q9M4A1
Q9LD55	Q9LD55
P0CC33	P56751
O82499	Q9FIG9
O23593	P56797
Q38854	Q93ZB2
Q8H0U5	Q8LCA1
Q94AQ8	Q9S829
P56754	Q9SUI5
Q8LDS3	Q9SUR3
Q8VZU4	Q9CAF9
P26288	P56761
P56763	P56772
P56806	Q8S9L5
P26288	Q9SHE8
F4KGY6	Q93WK5
P0CC33	P56795
P56761	P61841
P56754	P61843
Q38885	Q8VZ74
P56770	P61843
P42762	Q9SX29
P16180	P92959
O24410	Q9S7W5
Q94JL3	Q9C690
Q7X6Y7	Q9LUB7
Q9FWS4	Q9LRN8
F4K687	Q56YN3
P42793	Q31708
Q93Y39	Q9C552
O81270	Q9SK09
Q9LY66	Q9M9H4
Q9FQ08	Q9M205
Q84R27	Q9M8X2
Q05753	Q9LHL3
O22151	Q9SEL5
P56765	P56801
Q9FE46	Q9FN69
B3H5R8	F4JYG0
Q9SW21	Q9SYL9
F4HPA7	Q9C518
Q8W0Y8	Q9SUI4
A8MR65	Q9LIE5
P56763	P56766
P56806	Q8L6Z4
P56794	P61845
Q52K95	Q6DUW7
Q6NNP0	Q96326
P56783	P83755
P56792	Q38833
P56777	P56801
P56802	Q9SX68
O04714	O04714
A7XDQ9	Q9SNC3
O04492	Q8W4B1
Q9FNA9	Q9SF47
O22229	Q9XFH9
Q84RK2	Q9C8L2
Q3EDI6	Q9LXU0
P93311	Q9FME4
O24606	Q8W4J8
Q9FG89	Q9S829
A1L4X7	Q9ZVC9
Q9FNH6	Q9ZSD4
Q8RVQ9	Q949T8
Q9FLN4	Q9FV53
Q8RXS1	Q94AQ8
Q9LD43	Q9SQI8
P41088	Q8W4P9
O80634	Q9SHE8
Q01667	Q9S7H1
Q94CG2	Q9ZSD4
Q9S845	Q9SFE9
Q9LNW3	Q9LNW3
Q7Y175	Q9M0N1
O65282	Q8LB10
F4JYG0	Q8VZI7
O82245	Q9SII8
Q9C9K1	Q9XF91
Q680Q4	Q9S7H8
P56801	P56802
Q39161	Q42606
Q8RXS1	Q9ZVE7
F4IGU3	Q6IDB0
Q71DJ5	Q9LZA6
Q9M0E6	Q9SR08
O03042	P26288
P56761	Q41932
Q2V3C1	Q6AWW0
P56797	Q9LP37
Q8GUN6	Q9SDN0
Q6ID76	Q9FGF6
Q9FVQ4	Q9LIE7
O04017	P46639
F4I3P9	F4JLC1
Q38932	Q38933
Q94CD1	Q9C788
O22607	Q9FVC1
Q1H537	Q9FLX8
P46312	Q43307
O82387	P43294
F4I8H8	Q39089
O23160	Q8VY74
Q940A7	Q9LEW0
Q9LX31	Q9M591
O23413	Q9SUS1
P53780	Q39161
Q9LW15	Q9LYR2
Q9C788	Q9LQ12
Q8RY67	Q9CA63
Q6NLC1	Q84K47
O22609	P23321
Q9C9Q5	Q9FS16
F4IRW0	Q8RUS5
Q0WR66	Q9M4A1
O22823	Q9LFE0
P56797	Q9FY50
O22607	Q67Z93
Q9C7P4	Q9SY74
P56802	Q9LER7
Q84JG5	Q9SAI5
O80397	Q8S8I4
F4JP46	Q8L539
P93311	Q9LVC9
Q05609	Q0WPQ2
